arrivaltime,exchangetime,exchangemillisec,ticker,latency
2.85543E+12,9:30:00,400,IF2207,3844
2.85543E+12,9:30:00,400,IF2208,2967
2.85594E+12,9:30:00,900,IF2207,2851
2.85594E+12,9:30:00,900,IF2208,832
2.85645E+12,9:30:01,400,IF2207,4495
2.85645E+12,9:30:01,400,IF2208,681
2.85686E+12,9:30:01,900,IF2207,3017
2.85687E+12,9:30:01,900,IF2208,1614
2.85737E+12,9:30:02,400,IF2207,3468
2.85738E+12,9:30:02,400,IF2208,5097
2.85789E+12,9:30:02,900,IF2207,2902
2.85789E+12,9:30:02,900,IF2208,28245
2.8584E+12,9:30:03,400,IF2207,2791
2.8584E+12,9:30:03,400,IF2208,2105
2.85901E+12,9:30:03,900,IF2207,2957
2.85901E+12,9:30:03,900,IF2208,731
2.85942E+12,9:30:04,400,IF2207,2817
2.85942E+12,9:30:04,400,IF2208,2942
2.85994E+12,9:30:04,900,IF2207,3433
2.85994E+12,9:30:04,900,IF2208,807
2.86045E+12,9:30:05,400,IF2207,2726
2.86045E+12,9:30:05,400,IF2208,717
2.86086E+12,9:30:05,900,IF2207,2896
2.86086E+12,9:30:05,900,IF2208,2125
2.86137E+12,9:30:06,400,IF2207,2856
2.86137E+12,9:30:06,400,IF2208,2105
2.86188E+12,9:30:06,900,IF2207,3092
2.86188E+12,9:30:06,900,IF2208,2135
2.86239E+12,9:30:07,400,IF2207,2821
2.86239E+12,9:30:07,400,IF2208,722
2.86291E+12,9:30:07,900,IF2207,3227
2.86291E+12,9:30:07,900,IF2208,682
2.86342E+12,9:30:08,400,IF2207,3298
2.86342E+12,9:30:08,400,IF2208,1509
2.86393E+12,9:30:08,900,IF2207,20211
2.86393E+12,9:30:08,900,IF2208,1489
2.86444E+12,9:30:09,400,IF2207,3613
2.86444E+12,9:30:09,400,IF2208,837
2.86496E+12,9:30:09,900,IF2207,3272
2.86496E+12,9:30:09,900,IF2208,791
2.86536E+12,9:30:10,400,IF2207,3438
2.86536E+12,9:30:10,400,IF2208,1438
2.86587E+12,9:30:10,900,IF2207,3619
2.86587E+12,9:30:10,900,IF2208,2476
2.86639E+12,9:30:11,400,IF2207,2927
2.86639E+12,9:30:11,400,IF2208,1834
2.8669E+12,9:30:11,900,IF2207,2817
2.8669E+12,9:30:11,900,IF2208,697
2.86734E+12,9:30:12,400,IF2207,2771
2.86734E+12,9:30:12,400,IF2208,726
2.86802E+12,9:30:12,900,IF2207,3182
2.86802E+12,9:30:12,900,IF2208,2585
2.86843E+12,9:30:13,400,IF2207,2626
2.86843E+12,9:30:13,400,IF2208,1479
2.86895E+12,9:30:13,900,IF2207,3077
2.86895E+12,9:30:13,900,IF2208,962
2.86936E+12,9:30:14,400,IF2207,2802
2.86936E+12,9:30:14,400,IF2208,732
2.86987E+12,9:30:14,900,IF2207,3438
2.86987E+12,9:30:14,900,IF2208,752
2.87039E+12,9:30:15,400,IF2207,2956
2.87039E+12,9:30:15,400,IF2208,702
2.87089E+12,9:30:15,900,IF2207,2937
2.87089E+12,9:30:15,900,IF2208,1283
2.8714E+12,9:30:16,400,IF2207,2826
2.8714E+12,9:30:16,400,IF2208,697
2.87192E+12,9:30:16,900,IF2207,3097
2.87192E+12,9:30:16,900,IF2208,767
2.87234E+12,9:30:17,400,IF2207,3693
2.87234E+12,9:30:17,400,IF2208,2832
2.87294E+12,9:30:17,900,IF2207,3533
2.87294E+12,9:30:17,900,IF2208,712
2.87345E+12,9:30:18,400,IF2207,2992
2.87345E+12,9:30:18,400,IF2208,677
2.87385E+12,9:30:18,900,IF2207,3368
2.87385E+12,9:30:18,900,IF2208,692
2.87437E+12,9:30:19,400,IF2207,4049
2.87438E+12,9:30:19,400,IF2208,864
2.87489E+12,9:30:19,900,IF2207,3758
2.87489E+12,9:30:19,900,IF2208,706
2.8754E+12,9:30:20,400,IF2207,2917
2.8754E+12,9:30:20,400,IF2208,691
2.87591E+12,9:30:20,900,IF2207,2816
2.87591E+12,9:30:20,900,IF2208,3353
2.87642E+12,9:30:21,400,IF2207,2967
2.87642E+12,9:30:21,400,IF2208,15656
2.87693E+12,9:30:21,900,IF2207,3498
2.87693E+12,9:30:21,900,IF2208,1143
2.87745E+12,9:30:22,400,IF2207,3142
2.87745E+12,9:30:22,400,IF2208,828
2.87785E+12,9:30:22,900,IF2207,3042
2.87785E+12,9:30:22,900,IF2208,681
2.87837E+12,9:30:23,400,IF2207,3278
2.87837E+12,9:30:23,400,IF2208,711
2.87888E+12,9:30:23,900,IF2207,2872
2.87888E+12,9:30:23,900,IF2208,2646
2.87939E+12,9:30:24,400,IF2207,2827
2.87939E+12,9:30:24,400,IF2208,3368
2.8799E+12,9:30:24,900,IF2207,2897
2.8799E+12,9:30:24,900,IF2208,1829
2.88041E+12,9:30:25,400,IF2207,3593
2.88042E+12,9:30:25,400,IF2208,4004
2.88093E+12,9:30:25,900,IF2207,3002
2.88093E+12,9:30:25,900,IF2208,761
2.88144E+12,9:30:26,400,IF2207,2792
2.88144E+12,9:30:26,400,IF2208,696
2.88195E+12,9:30:26,900,IF2207,3307
2.88195E+12,9:30:26,900,IF2208,711
2.88236E+12,9:30:27,400,IF2207,3719
2.88236E+12,9:30:27,400,IF2208,3358
2.88287E+12,9:30:27,900,IF2207,2962
2.88287E+12,9:30:27,900,IF2208,2040
2.88335E+12,9:30:28,400,IF2207,3609
2.88336E+12,9:30:28,400,IF2208,2481
2.8839E+12,9:30:28,900,IF2207,3052
2.8839E+12,9:30:28,900,IF2208,691
2.88441E+12,9:30:29,400,IF2207,3021
2.88441E+12,9:30:29,400,IF2208,3082
2.88485E+12,9:30:29,900,IF2207,3097
2.88485E+12,9:30:29,900,IF2208,722
2.88543E+12,9:30:30,400,IF2207,2852
2.88543E+12,9:30:30,400,IF2208,892
2.88594E+12,9:30:30,900,IF2207,2997
2.88594E+12,9:30:30,900,IF2208,702
2.88645E+12,9:30:31,400,IF2207,3548
2.88645E+12,9:30:31,400,IF2208,767
2.88687E+12,9:30:31,900,IF2207,2927
2.88687E+12,9:30:31,900,IF2208,2866
2.88738E+12,9:30:32,400,IF2207,2552
2.88738E+12,9:30:32,400,IF2208,687
2.888E+12,9:30:32,900,IF2207,3027
2.888E+12,9:30:32,900,IF2208,2686
2.8884E+12,9:30:33,400,IF2207,3207
2.8884E+12,9:30:33,400,IF2208,3492
2.88892E+12,9:30:33,900,IF2207,4420
2.88892E+12,9:30:33,900,IF2208,16443
2.88943E+12,9:30:34,400,IF2207,3062
2.88943E+12,9:30:34,400,IF2208,772
2.88994E+12,9:30:34,900,IF2207,2656
2.88994E+12,9:30:34,900,IF2208,1278
2.89045E+12,9:30:35,400,IF2207,2957
2.89045E+12,9:30:35,400,IF2208,692
2.89096E+12,9:30:35,900,IF2207,3964
2.89096E+12,9:30:35,900,IF2208,696
2.89137E+12,9:30:36,400,IF2207,4802
2.89137E+12,9:30:36,400,IF2208,2075
2.89188E+12,9:30:36,900,IF2207,3544
2.89188E+12,9:30:36,900,IF2208,752
