arrivaltime,ticker,latency
2.02476E+13,IC2207,946
2.02476E+13,IC2208,2019
2.02476E+13,IF2207,36802
2.02476E+13,IH2207,6457
2.02476E+13,IH2208,2434
2.0248E+13,IC2209,3177
2.0248E+13,IF2209,1968
2.0248E+13,IH2209,7474
2.0248E+13,IC2212,1282
2.0248E+13,IF2212,4945
2.02481E+13,IC2207,1386
2.02481E+13,IF2207,805
2.02481E+13,IH2207,1067
2.02481E+13,IH2208,1536
2.02486E+13,IC2209,47100
2.02486E+13,IC2212,3219
2.02486E+13,IF2209,6449
2.02486E+13,IF2212,6882
2.02486E+13,IC2207,4571
2.02486E+13,IF2207,1951
2.02486E+13,IH2207,1784
2.02491E+13,IC2209,7701
2.02491E+13,IF2209,4417
2.02491E+13,IC2212,2693
2.02491E+13,IF2212,3786
2.02491E+13,IC2207,2515
2.02491E+13,IC2208,909
2.02491E+13,IF2207,2798
2.02491E+13,IH2207,1626
2.02495E+13,IC2209,3999
2.02495E+13,IF2209,2564
2.02495E+13,IH2209,2379
2.02495E+13,IC2212,2648
2.02495E+13,IF2212,11175
2.02495E+13,IH2212,7770
2.02496E+13,IC2207,1303
2.02496E+13,IF2207,997
2.02496E+13,IH2207,2109
2.02496E+13,IC2208,2067
2.02501E+13,IC2209,4183
2.02501E+13,IF2209,1303
2.02501E+13,IH2209,1732
2.02501E+13,IC2212,1337
2.02501E+13,IC2207,2528
2.02501E+13,IF2207,2676
2.02501E+13,IF2208,4113
2.02501E+13,IH2207,8488
2.02506E+13,IC2209,5675
2.02506E+13,IC2212,2675
2.02506E+13,IH2212,1688
2.02506E+13,IC2207,1135
2.02506E+13,IF2207,1361
2.02506E+13,IH2207,1301
2.0251E+13,IC2209,3875
2.0251E+13,IF2209,950
2.0251E+13,IC2212,1157
2.02511E+13,IC2207,3119
2.02511E+13,IF2207,5396
2.02511E+13,IH2207,2306
2.02515E+13,IC2209,3187
2.02515E+13,IF2209,7732
2.02515E+13,IH2209,5545
2.02516E+13,IC2207,2557
2.02516E+13,IF2207,1053
2.02516E+13,IH2207,834
2.0252E+13,IC2209,6747
2.0252E+13,IF2209,8875
2.0252E+13,IH2209,5894
2.0252E+13,IH2212,5904
2.02521E+13,IC2207,2586
2.02521E+13,IF2207,826
2.02521E+13,IH2207,582
2.02521E+13,IC2208,726
2.02526E+13,IC2209,3850
2.02526E+13,IF2209,511
2.02526E+13,IH2209,1066
2.02526E+13,IF2212,930
2.02526E+13,IH2212,1525
2.02526E+13,IC2207,2201
2.02526E+13,IC2208,7936
2.02526E+13,IF2207,6145
2.02526E+13,IH2207,4509
2.02526E+13,IF2208,6117
2.02526E+13,IH2208,3610
2.02531E+13,IC2209,5536
2.02531E+13,IF2209,4132
2.02531E+13,IH2209,12599
2.02531E+13,IC2212,3484
2.02531E+13,IF2212,4621
2.02531E+13,IH2212,1236
2.02531E+13,IC2207,1136
2.02531E+13,IF2207,2014
2.02531E+13,IC2208,3192
2.02531E+13,IF2208,4885
2.02531E+13,IH2207,10340
2.02531E+13,IH2208,1740
2.02536E+13,IC2209,5729
2.02536E+13,IF2209,1310
2.02536E+13,IH2209,660
2.02536E+13,IC2212,1723
2.02536E+13,IF2212,1326
2.02536E+13,IH2212,1155
2.02536E+13,IC2207,1695
2.02536E+13,IC2208,1806
2.02536E+13,IF2207,3721
2.02536E+13,IF2208,1151
2.02536E+13,IH2207,2284
2.02536E+13,IH2208,9928
2.02541E+13,IC2209,4035
2.02541E+13,IF2209,829
2.02541E+13,IH2209,1395
2.02541E+13,IC2212,1779
2.02541E+13,IF2212,733
2.02541E+13,IH2212,1594
2.02541E+13,IC2207,1636
2.02541E+13,IF2207,4544
2.02541E+13,IH2207,847
2.02541E+13,IH2208,2013
2.02545E+13,IC2209,2547
2.02545E+13,IF2209,7964
2.02545E+13,IC2212,6149
2.02545E+13,IF2212,3025
2.02546E+13,IC2207,1689
2.02546E+13,IF2207,2010
2.02546E+13,IH2207,2115
2.02546E+13,IH2208,885
2.02552E+13,IC2209,5282
2.02552E+13,IF2209,8045
2.02552E+13,IC2212,3711
2.02552E+13,IC2207,1430
2.02552E+13,IF2207,797
2.02552E+13,IH2207,606
2.02552E+13,IC2208,2059
2.02552E+13,IH2208,1819
2.02556E+13,IC2209,2990
2.02556E+13,IC2212,832
2.02556E+13,IF2209,5840
2.02556E+13,IF2212,6071
2.02556E+13,IC2207,1515
2.02556E+13,IH2209,5144
2.02556E+13,IF2207,2106
2.02556E+13,IH2207,678
2.02561E+13,IC2209,5074
2.02561E+13,IC2212,2073
2.02561E+13,IF2209,2088
2.02561E+13,IH2209,2153
2.02561E+13,IF2212,539
2.02561E+13,IH2212,1427
2.02561E+13,IC2207,1871
2.02561E+13,IF2207,3392
2.02561E+13,IH2207,7714
2.02566E+13,IC2209,5973
2.02566E+13,IH2209,2032
2.02566E+13,IC2212,770
2.02566E+13,IF2212,1944
2.02566E+13,IC2207,1442
2.02566E+13,IF2207,1380
2.02566E+13,IH2207,1777
2.02566E+13,IC2208,688
2.0257E+13,IC2209,3899
2.0257E+13,IC2212,2484
2.02571E+13,IC2207,2399
2.02571E+13,IC2208,7774
2.02571E+13,IF2207,5185
2.02571E+13,IH2207,2895
2.02571E+13,IH2208,1383
2.02578E+13,IC2209,6262
2.02578E+13,IC2212,2241
2.02578E+13,IF2209,8031
2.02578E+13,IC2207,10231
2.02578E+13,IC2208,7192
2.02578E+13,IF2207,487
2.02578E+13,IH2207,1960
2.02581E+13,IC2209,2564
2.02581E+13,IF2209,1934
2.02581E+13,IC2212,1784
2.02581E+13,IC2207,2095
2.02581E+13,IF2207,668
2.02581E+13,IC2208,1191
2.02581E+13,IH2207,2079
2.02588E+13,IC2209,2523
2.02588E+13,IC2212,1625
2.02588E+13,IF2209,5212
2.02588E+13,IH2209,4233
2.02588E+13,IH2212,11505
2.02588E+13,IC2207,4555
2.02588E+13,IF2207,3783
2.02588E+13,IH2207,1282
2.0259E+13,IC2208,8016
2.0259E+13,IH2208,2305
2.0259E+13,IC2209,3719
2.0259E+13,IF2209,13527
2.0259E+13,IH2209,8552
2.0259E+13,IC2212,6873
2.0259E+13,IH2212,3181
2.02591E+13,IC2207,7447
2.02591E+13,IF2207,3813
2.02591E+13,IH2207,12098
2.02591E+13,IC2208,2514
2.02591E+13,IF2208,4112
2.02591E+13,IH2208,9023
2.02597E+13,IC2209,4781
2.02597E+13,IF2209,1261
2.02597E+13,IH2209,702
2.02597E+13,IC2212,1581
2.02597E+13,IF2212,887
2.02597E+13,IH2212,755
2.02597E+13,IC2207,2113
2.02597E+13,IF2207,1178
2.02597E+13,IH2207,839
2.02597E+13,IF2208,925
2.026E+13,IC2209,1744
2.026E+13,IF2209,1340
2.026E+13,IH2209,1497
2.026E+13,IC2212,1749
2.026E+13,IH2212,609
2.02601E+13,IC2207,1139
2.02601E+13,IC2208,2309
2.02601E+13,IF2207,5210
2.02601E+13,IH2207,2666
2.02601E+13,IH2208,4547
2.02605E+13,IC2209,1968
2.02605E+13,IH2209,5506
2.02605E+13,IC2212,1280
2.02605E+13,IH2212,493
2.02606E+13,IC2207,1401
2.02606E+13,IC2208,1882
2.02606E+13,IF2207,1824
2.02606E+13,IH2207,1733
2.0261E+13,IC2209,6895
2.0261E+13,IH2209,2823
2.0261E+13,IC2212,2149
2.0261E+13,IH2212,1981
2.02611E+13,IC2207,1175
2.02611E+13,IC2208,8664
2.02611E+13,IF2207,6493
2.02615E+13,IC2209,3473
2.02615E+13,IF2209,1065
2.02615E+13,IH2209,6825
2.02616E+13,IC2212,1080
2.02616E+13,IF2212,3261
2.02616E+13,IH2212,634
2.02616E+13,IC2207,1669
2.02616E+13,IC2208,1183
2.02616E+13,IF2207,616
2.02621E+13,IC2209,2538
2.02621E+13,IF2209,1475
2.02621E+13,IH2209,1755
2.02621E+13,IC2212,893
2.02621E+13,IH2212,1642
2.02621E+13,IC2207,874
2.02621E+13,IC2208,1568
2.02621E+13,IF2207,1768
2.02621E+13,IH2207,675
2.02626E+13,IC2209,6293
2.02626E+13,IF2209,2085
2.02626E+13,IH2209,1650
2.02626E+13,IC2212,908
2.02626E+13,IC2207,784
2.02626E+13,IC2208,1736
2.02626E+13,IF2207,535
2.02626E+13,IF2208,622
2.02626E+13,IH2207,1725
2.02631E+13,IC2209,2439
2.02631E+13,IF2209,7834
2.02631E+13,IC2212,3073
2.02631E+13,IF2212,859
2.02631E+13,IH2212,2101
2.02631E+13,IC2207,7059
2.02631E+13,IF2207,4211
2.02631E+13,IC2208,5628
2.02631E+13,IF2208,5455
2.02631E+13,IH2207,4104
2.02635E+13,IC2209,1849
2.02635E+13,IF2209,861
2.02635E+13,IH2209,1344
2.02636E+13,IC2212,2275
2.02636E+13,IF2212,3721
2.02636E+13,IC2207,1028
2.02636E+13,IC2208,388
2.02636E+13,IF2207,1323
2.02636E+13,IF2208,1744
2.02636E+13,IH2207,1797
2.02636E+13,IH2208,1072
2.02642E+13,IC2209,5532
2.02642E+13,IF2209,876
2.02642E+13,IH2209,1476
2.02642E+13,IC2212,830
2.02642E+13,IF2212,1902
2.02642E+13,IH2212,1440
2.02642E+13,IC2207,790
2.02642E+13,IF2207,1537
2.02642E+13,IF2208,1657
2.02642E+13,IH2207,1146
2.02642E+13,IH2208,1595
2.02646E+13,IC2209,2274
2.02646E+13,IF2209,1585
2.02646E+13,IH2209,492
2.02646E+13,IC2212,1014
2.02646E+13,IH2212,1743
2.02646E+13,IC2207,757
2.02646E+13,IC2208,7619
2.02646E+13,IF2207,822
2.02646E+13,IF2208,1705
2.02646E+13,IH2207,1646
2.02646E+13,IH2208,957
2.02651E+13,IC2209,1963
2.02651E+13,IF2209,1136
2.02651E+13,IH2209,5781
2.02651E+13,IC2212,3785
2.02651E+13,IF2212,1300
2.02651E+13,IH2212,1350
2.02651E+13,IC2207,1554
2.02651E+13,IF2207,634
2.02651E+13,IH2207,697
2.02651E+13,IC2208,1073
2.02651E+13,IF2208,1590
2.02655E+13,IC2209,5851
2.02655E+13,IF2209,2301
2.02655E+13,IH2209,1558
2.02656E+13,IC2212,1149
2.02656E+13,IH2212,9745
2.02656E+13,IC2207,1196
2.02656E+13,IF2207,1206
2.02656E+13,IH2207,668
2.02656E+13,IC2208,2344
2.02656E+13,IF2208,1276
2.02661E+13,IC2209,2374
2.02661E+13,IF2209,5784
2.02661E+13,IH2209,3693
2.02661E+13,IC2212,1453
2.02661E+13,IH2212,549
2.02661E+13,IC2207,2309
2.02661E+13,IF2207,6086
2.02661E+13,IH2207,5352
2.02665E+13,IC2209,3546
2.02665E+13,IF2209,6446
2.02665E+13,IH2209,5036
2.02666E+13,IC2212,1342
2.02666E+13,IH2212,692
2.02666E+13,IC2207,6007
2.02666E+13,IF2207,2519
2.02666E+13,IH2207,976
2.02666E+13,IC2208,1511
2.02666E+13,IH2208,1251
2.0267E+13,IC2209,5947
2.0267E+13,IF2209,2375
2.0267E+13,IH2209,1234
2.02671E+13,IC2212,1435
2.02671E+13,IF2212,1510
2.02671E+13,IC2207,1398
2.02671E+13,IF2207,1636
2.02671E+13,IH2207,1393
2.02675E+13,IC2209,2877
2.02675E+13,IH2209,649
2.02675E+13,IC2212,805
2.02675E+13,IF2212,1393
2.02675E+13,IH2212,1186
2.02676E+13,IC2207,1014
2.02676E+13,IF2207,1398
2.02676E+13,IH2207,1584
2.02681E+13,IC2209,1792
2.02681E+13,IF2209,1060
2.02681E+13,IH2209,9193
2.02681E+13,IC2212,4907
2.02681E+13,IH2212,3124
2.02681E+13,IC2207,1486
2.02681E+13,IF2207,1933
2.02681E+13,IH2207,576
2.02681E+13,IC2208,1505
2.02681E+13,IH2208,6288
2.02686E+13,IC2209,13491
2.02686E+13,IF2209,10357
2.02686E+13,IH2209,7297
2.02686E+13,IC2212,3343
2.02686E+13,IF2212,2337
2.02686E+13,IC2207,2027
2.02686E+13,IF2207,697
2.02686E+13,IH2208,2036
2.02691E+13,IC2209,2883
2.02691E+13,IF2209,892
2.02691E+13,IH2209,1679
2.02691E+13,IC2212,1189
2.02691E+13,IF2212,6730
2.02691E+13,IC2207,2573
2.02691E+13,IF2207,5954
2.02691E+13,IH2207,2621
2.02691E+13,IC2208,1482
2.02691E+13,IH2208,789
2.02696E+13,IC2209,2165
2.02696E+13,IF2209,5321
2.02696E+13,IH2209,3464
2.02696E+13,IC2212,1752
2.02696E+13,IF2212,2105
2.02696E+13,IH2212,1891
2.02696E+13,IC2207,4628
2.02696E+13,IF2207,2449
2.02696E+13,IC2208,4442
2.02696E+13,IF2208,5122
2.02696E+13,IH2208,2131
2.02701E+13,IC2209,5650
2.02701E+13,IF2209,1436
2.02701E+13,IH2209,1391
2.02701E+13,IC2212,2328
2.02701E+13,IF2212,829
2.02701E+13,IH2212,2157
2.02701E+13,IC2207,1882
2.02701E+13,IC2208,1199
2.02701E+13,IF2207,1884
2.02701E+13,IF2208,2073
2.02701E+13,IH2207,5003
2.02706E+13,IC2209,979
2.02706E+13,IF2209,928
2.02706E+13,IC2212,1119
2.02706E+13,IC2207,835
2.02706E+13,IF2207,1217
2.02706E+13,IF2208,1476
2.02706E+13,IH2207,1501
2.02711E+13,IC2209,2757
2.02711E+13,IF2209,1547
2.02711E+13,IC2212,5203
2.02711E+13,IC2207,3360
2.02711E+13,IF2207,5062
2.02711E+13,IH2207,3712
2.02711E+13,IC2208,2546
2.02711E+13,IF2208,1423
2.02716E+13,IC2209,5453
2.02716E+13,IF2209,965
2.02716E+13,IH2209,636
2.02716E+13,IC2212,1762
2.02716E+13,IF2212,2044
2.02716E+13,IC2207,1996
2.02716E+13,IC2208,1369
2.02716E+13,IF2207,837
2.02716E+13,IH2207,551
2.02716E+13,IH2208,686
2.02721E+13,IC2209,1734
2.02721E+13,IF2209,413
2.02721E+13,IC2212,1530
2.02721E+13,IH2212,1536
2.02721E+13,IC2207,1035
2.02721E+13,IC2208,910
2.02721E+13,IF2207,8703
2.02721E+13,IH2207,6530
2.02721E+13,IH2208,8870
2.02727E+13,IF2209,6620
2.02727E+13,IC2212,3447
2.02727E+13,IF2212,1888
2.02727E+13,IC2207,4087
2.02727E+13,IF2207,2105
2.02727E+13,IF2208,929
2.02727E+13,IH2207,845
2.02727E+13,IH2208,5971
2.02732E+13,IC2209,7000
2.02732E+13,IF2209,1869
2.02732E+13,IH2209,8398
2.02732E+13,IH2212,5132
2.02732E+13,IC2207,2833
2.02732E+13,IF2207,2102
2.02732E+13,IH2207,5098
2.02732E+13,IF2208,3324
2.02732E+13,IH2208,1579
2.02738E+13,IC2209,7547
2.02738E+13,IF2209,3901
2.02738E+13,IH2209,2013
2.02738E+13,IC2212,1671
2.02738E+13,IH2212,508
2.02738E+13,IC2207,630
2.02738E+13,IF2207,1015
2.02738E+13,IH2207,1395
2.02738E+13,IC2208,1651
2.02738E+13,IF2208,4910
2.02738E+13,IH2208,3254
2.02741E+13,IC2209,8144
2.02741E+13,IF2209,5491
2.02741E+13,IH2209,3775
2.02741E+13,IC2212,1652
2.02741E+13,IF2212,1582
2.02741E+13,IH2212,2138
2.02741E+13,IC2207,623
2.02741E+13,IC2208,6014
2.02741E+13,IF2208,2042
2.02741E+13,IF2207,5421
2.02741E+13,IH2207,2303
2.02741E+13,IH2208,1363
2.02746E+13,IC2209,6713
2.02746E+13,IF2209,2428
2.02746E+13,IH2209,2187
2.02746E+13,IC2212,8002
2.02746E+13,IH2212,4198
2.02746E+13,IC2207,1675
2.02746E+13,IC2208,1881
2.02746E+13,IF2207,1280
2.02746E+13,IF2208,1599
2.02746E+13,IH2207,539
2.02746E+13,IH2208,1232
2.02752E+13,IC2209,3020
2.02752E+13,IF2209,1311
2.02752E+13,IH2209,1634
2.02752E+13,IC2212,2095
2.02752E+13,IF2212,14136
2.02752E+13,IH2212,980
2.02752E+13,IC2207,854
2.02752E+13,IC2208,1872
2.02752E+13,IF2207,5404
2.02752E+13,IH2207,755
2.02752E+13,IH2208,1348
2.02756E+13,IC2209,1959
2.02756E+13,IF2209,5026
2.02756E+13,IH2209,5546
2.02756E+13,IC2212,3699
2.02756E+13,IF2212,2202
2.02756E+13,IH2212,1012
2.02756E+13,IC2207,4640
2.02756E+13,IC2208,2411
2.02756E+13,IF2207,1286
2.02756E+13,IF2208,973
2.02756E+13,IH2207,522
2.02756E+13,IH2208,6229
2.02761E+13,IC2209,7143
2.02761E+13,IF2209,2665
2.02761E+13,IH2209,7268
2.02761E+13,IC2212,4146
2.02761E+13,IF2212,6082
2.02761E+13,IH2212,3401
2.02761E+13,IC2207,1272
2.02761E+13,IF2207,1604
2.02761E+13,IH2207,4916
2.02761E+13,IC2208,2818
2.02761E+13,IF2208,896
2.02761E+13,IH2208,1417
2.02767E+13,IC2209,6323
2.02767E+13,IC2212,1996
2.02767E+13,IH2209,1297
2.02767E+13,IH2212,1690
2.02767E+13,IC2207,1859
2.02767E+13,IC2208,1864
2.02767E+13,IF2208,588
2.02767E+13,IH2207,636
2.02767E+13,IH2208,1442
2.02772E+13,IC2209,3917
2.02772E+13,IF2209,1232
2.02772E+13,IH2209,1406
2.02772E+13,IC2212,498
2.02772E+13,IF2212,1292
2.02772E+13,IH2212,2410
2.02772E+13,IC2207,1547
2.02772E+13,IC2208,7043
2.02772E+13,IF2207,4359
2.02776E+13,IC2209,7894
2.02776E+13,IF2209,3825
2.02776E+13,IC2212,10228
2.02776E+13,IF2212,7409
2.02776E+13,IH2212,1774
2.02776E+13,IH2209,7283
2.02776E+13,IC2207,1311
2.02776E+13,IF2207,1077
2.02776E+13,IC2208,1930
2.02781E+13,IC2209,3528
2.02781E+13,IC2212,956
2.02781E+13,IF2212,1062
2.02781E+13,IC2207,1052
2.02781E+13,IF2207,1666
2.02781E+13,IH2207,1913
2.02781E+13,IC2208,2558
2.02786E+13,IC2209,1449
2.02786E+13,IH2209,826
2.02786E+13,IC2212,990
2.02786E+13,IC2207,7674
2.02786E+13,IC2208,5733
2.02786E+13,IF2207,6505
2.02786E+13,IH2207,4148
2.02791E+13,IC2209,6076
2.02791E+13,IC2212,2511
2.02791E+13,IF2209,8650
2.02791E+13,IH2209,4416
2.02791E+13,IH2212,1303
2.02791E+13,IC2207,2005
2.02791E+13,IF2207,3081
2.02791E+13,IH2207,2393
2.02791E+13,IC2208,2474
2.02796E+13,IC2209,8294
2.02796E+13,IF2209,3925
2.02796E+13,IH2209,5888
2.02796E+13,IC2212,1237
2.02796E+13,IF2212,4912
2.02796E+13,IH2212,3097
2.02796E+13,IC2207,2107
2.02796E+13,IF2207,1052
2.02796E+13,IH2207,1141
2.02796E+13,IH2208,1612
2.02801E+13,IC2209,3634
2.02801E+13,IF2209,8644
2.02801E+13,IH2209,4155
2.02801E+13,IC2212,1483
2.02801E+13,IF2212,1000
2.02801E+13,IC2207,2504
2.02801E+13,IF2207,2004
2.02801E+13,IH2207,16177
2.02801E+13,IF2208,5916
2.02806E+13,IF2209,7052
2.02806E+13,IC2212,10685
2.02806E+13,IF2212,5709
2.02806E+13,IC2207,3073
2.02806E+13,IF2207,2294
2.02806E+13,IF2208,1275
2.02806E+13,IH2207,2038
2.02811E+13,IC2209,3486
2.02811E+13,IF2209,2628
2.02811E+13,IC2207,2792
2.02811E+13,IF2207,1596
2.02816E+13,IC2209,4127
2.02816E+13,IF2209,1585
2.02816E+13,IH2209,818
2.02816E+13,IC2207,7639
2.02816E+13,IF2207,5261
2.02816E+13,IH2207,1038
2.02821E+13,IC2209,6896
2.02821E+13,IF2209,3240
2.02821E+13,IH2209,733
2.02821E+13,IC2212,1559
2.02821E+13,IF2212,1503
2.02821E+13,IC2207,2264
2.02821E+13,IF2207,1260
2.02821E+13,IF2208,9516
2.02821E+13,IH2207,9620
2.02826E+13,IC2209,1759
2.02826E+13,IF2209,1026
2.02826E+13,IH2209,1165
2.02826E+13,IC2212,1288
2.02826E+13,IF2212,1395
2.02826E+13,IC2207,1737
2.02826E+13,IF2207,2015
2.02826E+13,IH2207,488
2.02826E+13,IF2208,1141
2.02831E+13,IC2209,9343
2.02831E+13,IF2209,7114
2.02831E+13,IH2209,4940
2.02831E+13,IC2212,1273
2.02831E+13,IC2207,544
2.02831E+13,IC2208,2657
2.02831E+13,IF2207,791
2.02831E+13,IH2207,817
2.02831E+13,IH2208,1317
2.02836E+13,IC2209,6228
2.02836E+13,IF2209,2276
2.02836E+13,IH2209,8578
2.02836E+13,IF2212,1893
2.02836E+13,IH2212,2738
2.02836E+13,IC2207,2357
2.02836E+13,IF2207,1412
2.02836E+13,IH2207,7279
2.02836E+13,IC2208,5411
2.02836E+13,IH2208,1093
2.02841E+13,IC2209,4711
2.02841E+13,IF2209,2266
2.02841E+13,IH2209,1577
2.02841E+13,IC2212,1825
2.02841E+13,IF2212,8480
2.02841E+13,IH2212,4687
2.02841E+13,IC2207,1886
2.02841E+13,IF2207,1428
2.02841E+13,IH2207,1223
2.02841E+13,IC2208,1462
2.02841E+13,IF2208,1330
2.02846E+13,IC2209,3465
2.02846E+13,IF2209,2214
2.02846E+13,IH2209,1654
2.02846E+13,IC2212,1021
2.02846E+13,IF2212,747
2.02846E+13,IC2207,6928
2.02846E+13,IC2208,1591
2.02846E+13,IF2207,5561
2.02846E+13,IH2207,2776
2.02846E+13,IF2208,1177
2.02846E+13,IH2208,10042
2.02851E+13,IC2209,6650
2.02851E+13,IF2209,3143
2.02851E+13,IH2209,785
2.02851E+13,IC2212,7347
2.02851E+13,IF2212,3002
2.02851E+13,IC2207,2102
2.02851E+13,IF2207,694
2.02851E+13,IH2207,1364
2.02851E+13,IF2208,7688
2.02851E+13,IH2208,4869
2.02857E+13,IC2209,2366
2.02857E+13,IF2209,1279
2.02857E+13,IH2209,1516
2.02857E+13,IC2212,1711
2.02857E+13,IF2212,1745
2.02857E+13,IC2207,2008
2.02857E+13,IC2208,562
2.02857E+13,IF2207,1999
2.02857E+13,IF2208,1020
2.02857E+13,IH2207,942
2.02857E+13,IH2208,1709
2.02861E+13,IC2209,8115
2.02861E+13,IF2209,5645
2.02861E+13,IC2212,3716
2.02861E+13,IF2212,2036
2.02861E+13,IC2207,2443
2.02861E+13,IC2208,2041
2.02861E+13,IF2207,1500
2.02861E+13,IF2208,1985
2.02861E+13,IH2207,1746
2.02861E+13,IH2208,829
2.02866E+13,IC2209,5998
2.02866E+13,IF2209,2101
2.02866E+13,IC2212,1386
2.02866E+13,IF2212,988
2.02866E+13,IC2207,1664
2.02866E+13,IC2208,1219
2.02866E+13,IF2207,1255
2.02866E+13,IF2208,1234
2.02866E+13,IH2207,8277
2.02871E+13,IC2209,2303
2.02871E+13,IF2209,1084
2.02871E+13,IH2209,935
2.02871E+13,IC2212,1168
2.02871E+13,IF2212,6065
2.02871E+13,IC2207,865
2.02871E+13,IF2207,1422
2.02871E+13,IC2208,4395
2.02871E+13,IF2208,2213
2.02871E+13,IH2207,5489
2.02871E+13,IH2208,4300
2.02876E+13,IC2209,2232
2.02876E+13,IF2209,1204
2.02876E+13,IH2209,4730
2.02876E+13,IC2212,2190
2.02876E+13,IF2212,726
2.02876E+13,IC2207,5662
2.02876E+13,IC2208,2885
2.02876E+13,IF2207,4442
2.02876E+13,IH2207,638
2.02876E+13,IF2208,2967
2.02876E+13,IH2208,1652
2.02881E+13,IC2209,5916
2.02881E+13,IF2209,2042
2.02881E+13,IH2209,1307
2.02881E+13,IC2212,6880
2.02881E+13,IF2212,2933
2.02881E+13,IH2212,715
2.02881E+13,IC2207,2088
2.02881E+13,IF2207,641
2.02881E+13,IH2207,1399
2.02881E+13,IF2208,7163
2.02881E+13,IH2208,4441
2.02886E+13,IC2209,1339
2.02886E+13,IF2209,1588
2.02886E+13,IH2209,453
2.02886E+13,IC2212,667
2.02886E+13,IF2212,1073
2.02886E+13,IH2212,1469
2.02886E+13,IC2207,1588
2.02886E+13,IC2208,1996
2.02886E+13,IF2207,1774
2.02886E+13,IF2208,819
2.02886E+13,IH2207,590
2.02886E+13,IH2208,1380
2.02891E+13,IC2209,6987
2.02891E+13,IF2209,5514
2.02891E+13,IC2212,2155
2.02891E+13,IF2212,1944
2.02891E+13,IH2212,1359
2.02891E+13,IC2207,5639
2.02891E+13,IC2208,927
2.02891E+13,IF2207,842
2.02891E+13,IF2208,1024
2.02891E+13,IH2207,664
2.02891E+13,IH2208,1203
2.02897E+13,IC2209,5233
2.02897E+13,IF2209,1419
2.02897E+13,IH2209,1225
2.02897E+13,IC2212,1333
2.02897E+13,IH2212,6633
2.02897E+13,IC2207,602
2.02897E+13,IC2208,1096
2.02897E+13,IF2207,1651
2.02897E+13,IF2208,406
2.02897E+13,IH2207,6856
2.02901E+13,IC2209,2012
2.02901E+13,IF2209,1178
2.02901E+13,IC2212,1056
2.02901E+13,IF2212,2076
2.02901E+13,IH2212,1446
2.02901E+13,IC2207,2105
2.02901E+13,IC2208,1679
2.02901E+13,IF2207,1315
2.02901E+13,IF2208,1854
2.02901E+13,IH2207,1653
2.02901E+13,IH2208,766
2.02906E+13,IC2209,1420
2.02906E+13,IF2209,543
2.02906E+13,IC2212,1495
2.02906E+13,IF2212,5360
2.02906E+13,IH2212,3326
2.02906E+13,IC2207,6093
2.02906E+13,IC2208,4248
2.02906E+13,IF2207,3802
2.02906E+13,IF2208,2349
2.02906E+13,IH2207,1428
2.02911E+13,IC2209,5490
2.02911E+13,IF2209,1675
2.02911E+13,IH2209,1067
2.02911E+13,IC2212,6624
2.02911E+13,IF2212,1748
2.02911E+13,IC2207,2413
2.02911E+13,IC2208,1742
2.02911E+13,IF2207,646
2.02911E+13,IF2208,5773
2.02911E+13,IH2208,1111
2.02911E+13,IH2207,4736
2.02916E+13,IC2209,2035
2.02916E+13,IF2209,1068
2.02916E+13,IH2209,947
2.02916E+13,IC2212,2241
2.02916E+13,IF2212,1718
2.02916E+13,IH2212,1263
2.02916E+13,IC2207,1221
2.02916E+13,IF2207,1972
2.02916E+13,IH2207,1840
2.02916E+13,IC2208,1000
2.02916E+13,IF2208,1901
2.02916E+13,IH2208,522
2.02921E+13,IC2209,9057
2.02921E+13,IF2209,9009
2.02921E+13,IH2209,5788
2.02921E+13,IC2212,3963
2.02921E+13,IF2212,2692
2.02921E+13,IC2207,1317
2.02921E+13,IC2208,1678
2.02921E+13,IF2207,1646
2.02921E+13,IF2208,554
2.02921E+13,IH2207,1987
2.02921E+13,IH2208,3478
2.02926E+13,IC2209,5439
2.02926E+13,IF2209,1830
2.02926E+13,IH2209,1243
2.02926E+13,IC2212,2341
2.02926E+13,IF2212,842
2.02926E+13,IC2207,1257
2.02926E+13,IC2208,2003
2.02926E+13,IF2207,998
2.02926E+13,IF2208,448
2.02926E+13,IH2207,8130
2.02926E+13,IH2208,6152
2.02931E+13,IC2209,1993
2.02931E+13,IF2209,1099
2.02931E+13,IH2209,960
2.02931E+13,IF2212,1972
2.02931E+13,IH2212,692
2.02931E+13,IC2207,1990
2.02931E+13,IF2207,878
2.02931E+13,IH2207,853
2.02931E+13,IF2208,1802
2.02931E+13,IH2208,1179
2.02936E+13,IC2209,1698
2.02936E+13,IF2209,2006
2.02936E+13,IH2209,2180
2.02936E+13,IC2212,1092
2.02936E+13,IF2212,6487
2.02936E+13,IC2207,5127
2.02936E+13,IF2207,3974
2.02936E+13,IH2207,1723
2.02936E+13,IC2208,2210
2.02936E+13,IH2208,1688
2.02942E+13,IC2209,5078
2.02942E+13,IF2209,2404
2.02942E+13,IH2209,1097
2.02942E+13,IC2212,1951
2.02942E+13,IF2212,1442
2.02942E+13,IH2212,962
2.02942E+13,IC2207,1028
2.02942E+13,IC2208,7673
2.02942E+13,IH2208,1144
2.02942E+13,IF2207,11861
2.02942E+13,IH2207,10128
2.02946E+13,IC2209,2289
2.02946E+13,IF2209,1568
2.02946E+13,IH2209,1125
